work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2024,EN,FT,Machine Learning Researcher,143100,USD,143100,US,0,US,M
2023,MI,FT,Data Analyst,65000,GBP,79976,GB,100,GB,M
2024,MI,FT,Consultant,158000,USD,158000,US,100,US,M
2024,MI,FT,Data Engineer,199600,USD,199600,US,0,US,M
2024,MI,FT,Data Engineer,85000,USD,85000,US,100,US,M
2024,MI,FT,Data Engineer,99298,USD,99298,US,0,US,M
2024,EN,FT,Research Analyst,70400,USD,70400,US,0,US,M
2025,MI,FT,Analytics Engineer,60000,EUR,63157,IT,0,IT,M
2024,MI,FT,Research Scientist,200000,USD,200000,US,100,US,M
2024,MI,FT,Software Engineer,222000,USD,222000,US,0,US,M
2024,MI,FT,Engineer,250600,USD,250600,US,0,US,M
2025,EN,FT,Research Scientist,173000,USD,173000,US,0,US,M
2025,MI,FT,Associate,147000,USD,147000,US,100,US,M
2023,MI,FT,Data Scientist,225300,USD,225300,US,0,US,M
2025,MI,FT,Manager,221000,USD,221000,US,100,US,M
2024,MI,FT,Data Reporting Analyst,69000,USD,69000,US,0,US,M
2025,MI,FT,Software Engineer,160000,USD,160000,US,0,US,M
2024,MI,FT,Manager,106300,USD,106300,US,0,US,M
2025,MI,FT,Data Scientist,86520,USD,86520,US,0,US,M
2024,MI,FT,Data Engineer,317000,USD,317000,US,0,US,M
2025,MI,FT,Data Scientist,87200,USD,87200,US,0,US,M
2025,MI,FT,Manager,96000,USD,96000,US,0,US,M
2024,MI,FT,Software Developer,140000,USD,140000,US,0,US,M
2025,MI,FT,Developer,189175,USD,189175,US,0,US,M
2024,MI,FT,Analytics Engineer,125000,USD,125000,US,0,US,M
2024,MI,FT,Data Strategist,150000,USD,150000,US,100,US,M
2025,MI,FT,Application Developer,80000,USD,80000,US,0,US,M
2025,MI,FT,Software Engineer,162200,USD,162200,US,0,US,M
2024,MI,FT,Data Engineer,106000,USD,106000,US,0,US,M
2024,MI,FT,Data Scientist,69099,USD,69099,US,100,US,M
2024,MI,FT,Machine Learning Researcher,151800,USD,151800,US,0,US,M
2024,MI,FT,Consultant,101000,USD,101000,US,100,US,M
2024,MI,FT,Analyst,52760,USD,52760,US,0,US,M
2025,MI,FT,Data Engineer,135285,USD,135285,US,100,US,M
2024,EN,FT,Data Analyst,139650,USD,139650,US,0,US,M
2024,MI,FT,Consultant,178000,USD,178000,NL,0,NL,M
2025,MI,FT,Data Engineer,97500,USD,97500,US,0,US,M
2025,MI,FT,Applied Scientist,223400,USD,223400,US,0,US,L
2024,MI,FT,Engineering Manager,229461,USD,229461,US,0,US,M
2024,MI,FT,Cloud Database Administrator,140000,USD,140000,US,100,US,M
2024,MI,FT,Product Designer,110000,USD,110000,US,100,US,M
2025,EN,FT,Data Analyst,144000,USD,144000,US,0,US,M
2024,MI,FT,Data Engineer,167200,USD,167200,US,0,US,M
2024,MI,FT,Data Scientist,108000,USD,108000,US,0,US,M
2025,EN,FT,Data Analyst,100000,USD,100000,US,0,US,M
2023,MI,FT,Data Engineer,130000,USD,130000,US,0,US,M
2024,MI,FT,Manager,145290,USD,145290,US,0,US,M
2023,EN,FT,Data Engineer,52500,USD,52500,US,0,US,M
2024,EN,FT,Data Analyst,85000,USD,85000,US,0,US,M
2025,MI,FT,Data Analyst,113625,USD,113625,US,100,US,M
2024,MI,FT,Solutions Architect,126200,USD,126200,US,0,US,L
2025,MI,FT,Research Engineer,750000,USD,750000,US,100,US,M
2024,MI,FT,Software Engineer,237500,USD,237500,US,0,US,M
2024,MI,FT,Data Analyst,85134,USD,85134,US,0,US,M
2024,MI,FT,Software Engineer,135000,USD,135000,US,100,US,M
2024,EN,FT,Software Engineer,75600,USD,75600,US,0,US,M
2024,MI,FT,Software Engineer,144000,USD,144000,US,0,US,M
2025,MI,FT,Research Engineer,300000,USD,300000,US,0,US,M
2025,MI,FT,Data Scientist,90000,USD,90000,US,0,US,M
2023,MI,FT,BI Developer,75000,USD,75000,US,0,US,M
2024,EN,FT,Data Analyst,132000,USD,132000,US,0,US,M
2024,MI,FT,BI Developer,120525,USD,120525,US,0,US,M
2024,MI,FT,Manager,105000,USD,105000,US,0,US,M
2024,MI,FT,Applied Scientist,136000,USD,136000,US,0,US,L
2024,MI,FT,Machine Learning Engineer,173400,USD,173400,US,0,US,M
2021,EN,FT,Data Scientist,90000,USD,90000,US,100,US,S
2025,MI,FT,Engineer,180000,USD,180000,US,0,US,M
2024,MI,FT,Data Engineer,137000,USD,137000,US,0,US,M
2024,MI,FT,Software Engineer,152000,USD,152000,US,0,US,M
2024,MI,FT,Data Analyst,56854,USD,56854,US,100,US,M
2024,MI,FT,Engineer,150000,USD,150000,US,100,US,M
2024,EN,FT,Analyst,150000,USD,150000,US,100,US,M
2024,MI,FT,Data Integration Engineer,150000,USD,150000,FR,0,FR,M
2024,MI,FT,Manager,81500,USD,81500,US,0,US,M
2024,MI,FT,Data Engineer,188600,USD,188600,US,0,US,M
2025,EN,FT,Research Analyst,74799,USD,74799,US,0,US,M
2024,EN,PT,Developer,55405,USD,55405,US,100,US,M
2024,MI,FT,Data Engineer,140250,USD,140250,US,100,US,M
2024,MI,FT,Data Engineer,227700,USD,227700,US,0,US,M
2024,MI,FT,Research Scientist,212800,USD,212800,US,0,US,M
2025,MI,FT,Data Governance,115000,USD,115000,US,0,US,M
2024,EN,FT,Software Engineer,112320,USD,112320,US,0,US,M
2025,MI,FT,Data Strategist,175000,USD,175000,US,0,US,M
2024,MI,FT,Data Integration Developer,64700,USD,64700,US,100,US,M
2024,MI,FT,Data Scientist,73200,USD,73200,US,0,US,M
2025,MI,FT,Product Manager,121800,USD,121800,US,100,US,M
2024,EN,FT,Analyst,30000,GBP,37500,GB,0,GB,M
2024,MI,FT,Associate,99000,USD,99000,US,0,US,M
2025,MI,FT,Applied Scientist,223400,USD,223400,US,0,US,L
2024,MI,FT,Data Analyst,65000,USD,65000,US,0,US,M
2024,EN,FT,Data Analyst,40000,GBP,50000,GB,0,GB,M
2024,EN,FT,Software Development Engineer,95680,USD,95680,US,0,US,L
2024,EN,FT,Data Management Analyst,60000,USD,60000,US,0,US,M
2025,MI,FT,Machine Learning Engineer,299300,USD,299300,US,0,US,M
2024,MI,FT,Machine Learning Engineer,210000,USD,210000,US,0,US,M
2024,MI,FT,Software Engineer,75600,USD,75600,US,0,US,M
2024,MI,FT,Research Scientist,250000,USD,250000,US,0,US,M
2024,MI,FT,Data Engineer,279400,USD,279400,US,0,US,M
2024,MI,FT,Data Scientist,208000,USD,208000,CA,0,CA,M
2024,MI,FT,Data Scientist,170000,USD,170000,US,0,US,M
2024,MI,FT,Site Reliability Engineer,112065,USD,112065,US,0,US,M
2024,MI,FT,Software Engineer,173000,USD,173000,US,0,US,M
2024,MI,FT,Associate,110000,USD,110000,US,0,US,M
2025,MI,FT,Manager,125000,USD,125000,US,0,US,M
2024,MI,FT,Data Specialist,41027,GBP,51283,GB,0,GB,M
2025,MI,FT,Data Engineer,133400,USD,133400,US,100,US,M
2025,EN,FT,Data Scientist,74000,USD,74000,US,0,US,M
2024,MI,FT,Data Scientist,220000,USD,220000,US,0,US,M
2024,MI,FT,Cloud Engineer,62400,USD,62400,US,100,US,M
2024,EN,FT,Engineer,70000,USD,70000,US,0,US,M
2024,MI,FT,Software Engineer,720000,USD,720000,US,100,US,M
2024,MI,FT,Data Analyst,65000,USD,65000,US,0,US,M
2024,EN,FT,Data Analyst,55000,EUR,61111,FR,0,FR,M
2024,MI,FT,Data Engineer,129000,USD,129000,US,0,US,M
2025,EN,FT,Data Analyst,180000,USD,180000,US,0,US,M
2024,MI,FT,Python Developer,130000,USD,130000,CA,0,CA,M
2025,MI,FT,Engineer,156000,USD,156000,US,0,US,M
2025,MI,FT,Data Engineer,60000,GBP,75949,GB,0,GB,M
2024,MI,FT,Manager,100500,USD,100500,US,100,US,M
2024,MI,FT,Manager,340000,USD,340000,US,0,US,M
2024,EN,FT,Data Analyst,55200,USD,55200,CO,100,CO,M
2024,MI,FT,Research Associate,79000,USD,79000,US,0,US,M
2024,MI,FT,Data Engineer,75600,USD,75600,DE,0,DE,M
2024,EN,FT,Business Analyst,172000,USD,172000,US,0,US,M
2024,MI,FT,Research Engineer,190000,USD,190000,US,100,US,M
2024,MI,FT,Research Scientist,210000,USD,210000,US,0,US,M
2024,MI,FT,Systems Engineer,86000,USD,86000,DE,0,DE,M
2024,MI,FT,Research Scientist,122200,USD,122200,US,100,US,M
2023,MI,FT,Data Analyst,109000,USD,109000,US,0,US,M
2024,EN,FT,Engineer,192300,USD,192300,US,0,US,L
2024,EN,FT,Data Engineer,137000,USD,137000,US,0,US,M
2025,EN,FT,Analyst,106495,USD,106495,US,0,US,M
2024,MI,FT,Data Manager,64000,USD,64000,US,100,US,M
2025,MI,FT,Software Engineer,130000,USD,130000,US,0,US,M
2024,MI,FT,Data Governance Specialist,27600,EUR,30666,SK,0,SK,M
2025,EN,FT,Analyst,119953,USD,119953,US,0,US,M
2025,MI,FT,Data Scientist,210800,USD,210800,US,0,US,M
2024,MI,FT,Software Engineer,173000,USD,173000,US,0,US,M
2025,MI,FT,Analytics Engineer,37000,GBP,46835,GB,0,GB,M
2025,MI,FT,Data Engineer,123000,USD,123000,US,0,US,M
2024,MI,FT,Data Engineer,60300,USD,60300,JP,0,JP,M
2024,MI,FT,Engineer,125000,USD,125000,CA,0,CA,M
2024,MI,FT,Research Scientist,212800,USD,212800,US,0,US,L
2024,MI,FT,Analytics Engineer,130000,USD,130000,US,100,US,M
2023,MI,FT,Data Engineer,148000,USD,148000,US,0,US,M
2025,EN,FT,Software Engineer,170000,USD,170000,US,0,US,M
2025,MI,FT,Data Scientist,205340,USD,205340,US,0,US,M
2024,MI,FT,Software Developer,208800,USD,208800,US,0,US,M
2024,MI,FT,Data Engineer,125000,USD,125000,US,0,US,M
2025,MI,FT,Engineer,75000,USD,75000,US,0,US,M
2025,MI,FT,Data Engineer,110240,USD,110240,US,0,US,M
2024,MI,FT,Data Scientist,162500,USD,162500,CA,0,CA,M
2024,MI,FT,Data Analyst,48067,USD,48067,US,100,US,M
2025,MI,FT,Engineer,178000,USD,178000,US,0,US,M
2024,MI,FT,Associate,32296,GBP,40370,GB,0,GB,M
2024,MI,FT,Software Engineer,218000,USD,218000,US,0,US,M
2025,MI,FT,Research Associate,32296,GBP,40881,GB,0,GB,M
2025,MI,FT,Postdoctoral Fellow,80000,USD,80000,US,0,US,M
2024,MI,FT,Manager,89600,USD,89600,US,0,US,M
2025,EN,FT,Data Analyst,88452,USD,88452,US,0,US,M
2025,MI,FT,Research Analyst,55500,USD,55500,US,0,US,M
2024,MI,FT,Data Scientist,228000,USD,228000,US,0,US,M
2024,MI,FT,Research Engineer,251000,USD,251000,US,0,US,M
2024,MI,FT,Data Engineer,113000,USD,113000,US,0,US,M
2024,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M
2024,MI,FT,Research Engineer,170200,USD,170200,US,0,US,M
2024,EN,FT,Business Intelligence Analyst,128000,USD,128000,US,0,US,M
2025,EN,FT,Data Analyst,68000,USD,68000,US,0,US,M
2025,EN,FT,Business Intelligence Analyst,80000,USD,80000,US,0,US,M
2024,EN,FT,Actuarial Analyst,56000,USD,56000,US,0,US,M
2024,EN,FT,Machine Learning Scientist,208800,USD,208800,US,0,US,M
2024,MI,FT,Machine Learning Engineer,97000,USD,97000,US,0,US,M
2024,EN,FT,Machine Learning Engineer,143400,USD,143400,US,0,US,M
2024,MI,FT,Research Scientist,235400,USD,235400,US,0,US,M
2024,MI,FT,Data Scientist,110630,USD,110630,CA,0,CA,M
2024,EN,FT,Data Scientist,114080,USD,114080,US,0,US,M
2024,MI,FT,Data Engineer,65000,USD,65000,US,0,US,M
2024,MI,FT,Data Engineer,119100,USD,119100,US,0,US,M
2024,MI,FT,Data Manager,123000,USD,123000,US,0,US,M
2024,MI,FT,Data Scientist,183300,USD,183300,US,0,US,M
2025,MI,FT,Manager,109000,USD,109000,CA,0,CA,M
2024,MI,FT,Data Analyst,130000,USD,130000,US,0,US,M
2024,MI,FT,Research Scientist,160000,USD,160000,US,0,US,M
2025,MI,FT,Data Governance,130000,USD,130000,US,0,US,M
2025,EN,FT,Engineer,504000,TWD,15281,TW,0,TW,M
2024,MI,FT,BI Engineer,130000,USD,130000,IE,100,IE,M
2024,MI,FT,Engineer,71727,USD,71727,US,0,US,M
2024,MI,FT,Data Manager,62874,GBP,78592,GB,0,GB,M
2025,MI,FT,Data Product Owner,215000,USD,215000,US,100,US,M
2025,MI,FT,Software Engineer,196600,USD,196600,US,100,US,M
2024,MI,FT,Data Analyst,65000,USD,65000,US,0,US,M
2025,MI,FT,Machine Learning Engineer,250600,USD,250600,US,0,US,M
2024,MI,FT,Engineer,203000,USD,203000,US,0,US,M
2024,MI,FT,Associate,144500,USD,144500,CA,0,CA,M
2024,MI,FT,Data Scientist,153000,USD,153000,US,0,US,M
2024,MI,FT,Business Intelligence Engineer,185000,USD,185000,US,0,US,L
2024,MI,PT,Developer,30000,USD,30000,MX,0,MX,M
2024,EN,FT,Analyst,80000,USD,80000,US,0,US,M
2024,MI,FT,Consultant,174000,USD,174000,US,0,US,M
2024,MI,FT,Data Scientist,94900,USD,94900,US,0,US,M
2024,EN,FT,Data Scientist,164800,USD,164800,US,100,US,M
2025,MI,FT,Data Scientist,112800,USD,112800,CA,0,CA,M
2024,MI,FT,Engineer,128000,USD,128000,US,0,US,M
2025,EN,FT,Data Scientist,35000,EUR,36842,ES,50,ES,L
2024,MI,FT,Applied Scientist,222200,USD,222200,US,0,US,L
2024,EN,FT,Quantitative Analyst,205000,USD,205000,US,0,US,M
2025,EN,FT,Data Analyst,52000,USD,52000,US,0,US,M
2025,MI,FT,Product Manager,180000,USD,180000,US,0,US,M
2024,EN,FT,Data Analyst,190000,USD,190000,US,0,US,M
2023,MI,FT,Data Analyst,75000,USD,75000,US,0,US,M
2024,MI,FT,Applied Scientist,212800,USD,212800,US,0,US,L
2024,MI,FT,Research Scientist,180000,USD,180000,US,100,US,M
2024,MI,FT,Data Analyst,164000,USD,164000,US,100,US,M
2025,MI,FT,Manager,220000,USD,220000,US,0,US,M
2024,MI,FT,Software Engineer,135000,USD,135000,US,0,US,M
2023,MI,FT,Data Engineer,100000,USD,100000,US,100,US,M
2025,MI,FT,Data Specialist,80600,USD,80600,US,0,US,M
2025,EN,FT,Data Analyst,25000,GBP,31645,GB,0,GB,M
2024,MI,FT,Software Engineer,200200,USD,200200,US,0,US,M
2024,MI,FT,Full Stack Engineer,120000,USD,120000,US,100,US,M
2024,MI,FT,Data Engineer,265000,USD,265000,US,0,US,M
2024,EN,FT,Data Analyst,26800,GBP,33500,GB,0,GB,M
2024,MI,FT,Data Engineer,106250,USD,106250,US,0,US,M
2024,EN,FT,Data Analyst,110000,USD,110000,US,0,US,M
2024,MI,FT,Software Developer,265000,USD,265000,US,0,US,M
2024,MI,FT,Data Manager,161000,USD,161000,US,0,US,M
2024,EN,FT,Data Engineer,47000,USD,47000,US,0,US,M
2024,EN,CT,Data Scientist,115102,USD,115102,AU,0,AU,M
2025,MI,FT,Manager,136800,USD,136800,CA,0,CA,M
2024,MI,FT,Data Scientist,99000,USD,99000,US,0,US,M
2025,MI,FT,Software Engineer,184142,USD,184142,US,0,US,M
2024,EN,FT,Research Scientist,150000,USD,150000,US,100,US,M
2025,MI,FT,Software Engineer,140000,USD,140000,US,0,US,M
2024,MI,FT,Machine Learning Engineer,280000,USD,280000,US,0,US,M
2025,MI,FT,Data Engineer,83600,USD,83600,US,0,US,M
2025,MI,FT,Data Scientist,56000,USD,56000,CA,0,CA,M
2024,EN,FT,Data Analyst,26800,GBP,33500,GB,0,GB,M
2024,MI,FT,Machine Learning Engineer,250000,USD,250000,US,0,US,M
2025,EN,FT,Analyst,75000,USD,75000,US,0,US,M
2025,MI,FT,Engineer,151000,USD,151000,US,0,US,M
2024,MI,FT,Engineer,70000,USD,70000,US,0,US,M
2025,MI,FT,Manager,143900,USD,143900,US,0,US,M
2025,MI,FT,Engineer,107104,USD,107104,AU,0,AU,M
2025,EN,FT,Research Analyst,80000,USD,80000,US,0,US,M
2025,MI,FT,Data Product Owner,164400,USD,164400,US,0,US,M
2025,MI,FT,BI Developer,37000,GBP,46835,GB,0,GB,M
2024,MI,FT,Machine Learning Engineer,355000,USD,355000,US,0,US,M
